Reporting Year,Building ID,MapLot,Year Added,Annual Report Received,Report Type,Buildings Included,Parent Building ID,Assessor Address,Address Point GIS,Grantee,Property Type,Year Built,Property GFA - Self Reported (ft2),Total GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal)
2017,747-3,62-34,2015,Yes,Single,,,560 Memorial Dr,"278 Vassar St
Cambridge, MA
(42.355865819, -71.10334406)",Massachusetts Institute Of Technology,Nonresidential,1963,13996,0,0
2017,687-4,69-182,2015,No,Single,,,65 Landsdowne St,"65 Landsdowne St
Cambridge, MA
(42.360381145, -71.100724991)",Massachusetts Institute Of Technology,Nonresidential,,,,
2017,677-1,47-84,2015,Yes,Single,,,226-254 Main St,"226 Main St
Cambridge, MA
(42.362198697, -71.084386687)",Massachusetts Institute Of Technology,Nonresidential,1905,96125,572,789
2017,668-32,52A-21,2015,Yes,Single,,,60 Vassar St,"32 Vassar St
Cambridge, MA
(42.36214386, -71.090702855)",Massachusetts Institute Of Technology,Nonresidential,2004,464005,5328,4553
2017,747-1,60-6,2015,Yes,Single,,,500 Memorial Dr,"450 Memorial Dr
Cambridge, MA
(42.35537716, -71.098877617)",Massachusetts Institute Of Technology,Nonresidential,1970,171141,962,6818
2017,489-2,121-114,2015,Yes,Single,,,1008 Massachusetts Ave,"1008 Massachusetts Ave
Cambridge, MA
(42.369320568, -71.11126012)",Massachusetts Institute Of Technology,Residential,1987,50000,136,2014
2017,652-2,92-118,2015,Yes,Single,,,23 Sidney St,"23 Sidney St
Cambridge, MA
(42.362152794, -71.100539218)",Massachusetts Institute Of Technology,Residential,2005,56631,188,1807
2017,668-26,52A-21,2015,Yes,Single,,,60 Vassar St,"60 Vassar St
Cambridge, MA
(42.361805142, -71.091367418)",Massachusetts Institute Of Technology,Nonresidential,1957,133545,1694,2294
2017,668-6,52A-21,2015,Yes,Single,,,60 Vassar St,"182-R Memorial Dr
Cambridge, MA
(42.358243692, -71.090179951)",Massachusetts Institute Of Technology,Nonresidential,1933,91926,1451,1579
2017,667-4,52A-31,2015,Yes,Single,,,71 Vassar St,"51 Vassar St
Cambridge, MA
(42.361125081, -71.093000143)",Massachusetts Institute Of Technology,Nonresidential,1939,16119,146,0
2017,699-13,55-9,2015,Yes,Single,,,144 Albany St,"170 Albany St
Cambridge, MA
(42.359676822, -71.098531535)",Massachusetts Institute Of Technology,Nonresidential,1962,16137,808,0
2017,680-14,47-90,2015,Yes,Single,,,100 Main St,"100 Main St
Cambridge, MA
(42.36182566, -71.081586056)",Massachusetts Institute Of Technology,Nonresidential,2010,405034,1453,919
2017,708-20,57-171,2015,Yes,Single,,,106 Vassar St,"120 Vassar St
Cambridge, MA
(42.359359827, -71.096293213)",Massachusetts Institute Of Technology,Nonresidential,2002,122080,2349,10156
2017,668-13,52A-21,2015,Yes,Single,,,60 Vassar St,"105-R Massachusetts Ave
Cambridge, MA
(42.359654263, -71.094048233)",Massachusetts Institute Of Technology,Nonresidential,1965,183169,5431,3162
2017,665-7,92-130,2015,Yes,Single,,,80 Auburn Pk,"72 Brookline St
Cambridge, MA
(42.36217936, -71.102999834)",Massachusetts Institute Of Technology,Residential,1990,15441,59,878
2017,747-5,62-34,2015,Yes,Single,,,560 Memorial Dr,"15 Audrey St
Cambridge, MA
(42.354032813, -71.103688687)",Massachusetts Institute Of Technology,Nonresidential,1963,13983,0,0
2017,668-18,52A-21,2015,Yes,Single,,,60 Vassar St,"21 Ames St
Cambridge, MA
(42.360504938, -71.088012674)",Massachusetts Institute Of Technology,Nonresidential,1969,133552,5413,2294
2017,680-2,47-85,2015,Yes,Single,,,84 Wadsworth St,"60 Wadsworth St
Cambridge, MA
(42.361380427, -71.084296841)",Massachusetts Institute Of Technology,Nonresidential,1967,172359,907,9940
2017,665-10,92-130,2015,Yes,Parent,"665-10, 665-11",,80 Auburn Pk,"48 Pilgrim St
Cambridge, MA
(42.361408739, -71.102933006)",Massachusetts Institute Of Technology,Residential,1990,12240,55,657
2017,750-3,62-18,2016,Yes,Single,,,565 Memorial Dr,"565 Memorial Dr
Cambridge, MA
(42.353673104, -71.104036813)",Massachusetts Institute Of Technology,Nonresidential,1949,35748,1422,2641
2017,668-66,52A-21,2015,Yes,Single,,,60 Vassar St,"25 Ames St
Cambridge, MA
(42.360593048, -71.088064561)",Massachusetts Institute Of Technology,Nonresidential,1976,133798,3090,2315
2017,665-11,92-130,2015,Yes,Child,"665-10, 665-11",,80 Auburn Pk,"94 Brookline St
Cambridge, MA
(42.361611988, -71.103571903)",Massachusetts Institute Of Technology,Residential,1990,12240,55,657
2017,668-37,52A-21,2015,Yes,Single,,,60 Vassar St,"70 Vassar St
Cambridge, MA
(42.361676438, -71.091688427)",Massachusetts Institute Of Technology,Nonresidential,1969,102833,2390,1785
2017,687-1,69-165,2015,No,Single,,,38 Sidney St,"38 Sidney St
Cambridge, MA
(42.361612336, -71.101072464)",Massachusetts Institute Of Technology,Nonresidential,,,,
2017,668-9,52A-21,2015,Yes,Single,,,60 Vassar St,"105 Massachusetts Ave
Cambridge, MA
(42.359654263, -71.094048233)",Massachusetts Institute Of Technology,Nonresidential,1967,75421,792,1326
2017,668-38,52A-21,2015,Yes,Single,,,60 Vassar St,"50 Vassar St
Cambridge, MA
(42.361880789, -71.091209451)",Massachusetts Institute Of Technology,Nonresidential,1973,84329,1230,1478
2017,695-2,68-76,2015,No,Single,,,40 Landsdowne St,"40 Landsdowne St
Cambridge, MA
(42.360777997, -71.099650846)",Massachusetts Institute Of Technology,Nonresidential,,,,
2017,680-13,47-90,2015,Yes,Single,,,100 Main St,"50 Memorial Dr
Cambridge, MA
(42.360471753, -71.083501721)",Massachusetts Institute Of Technology,Nonresidential,1952,143950,1486,1785
2017,668-36,52A-21,2015,Yes,Single,,,60 Vassar St,"50 Vassar St
Cambridge, MA
(42.361880789, -71.091209451)",Massachusetts Institute Of Technology,Nonresidential,1973,145819,3471,2499
2017,728-3,58-95,2015,Yes,Single,,,314 Memorial Dr,"320 Memorial Dr
Cambridge, MA
(42.356819699, -71.094419801)",Massachusetts Institute Of Technology,Nonresidential,1963,138589,701,3712
2017,665-2,92-124,2015,Yes,Single,,,88 Auburn Pk,"68-101 Brookline St
Cambridge, MA
(42.361385605, -71.103868202)",Massachusetts Institute Of Technology,Residential,2000,6440,33,264
2017,662-7,69-62,2015,Yes,Parent,"662-7, 662-11",,20 Sidney St,"20 Sidney St
Cambridge, MA
(42.362300243, -71.100245253)",Massachusetts Institute Of Technology,Nonresidential,1999,42419,914,1640
2017,489-10,121-6,2015,Yes,Single,,,1010 Massachusetts Ave,"1010 Massachusetts Ave
Cambridge, MA
(42.369462516, -71.111630052)",Massachusetts Institute Of Technology,Residential,1900,41488,213,1753
2017,672-3,48-129,2015,Yes,Single,,,40 Ames St,"25 Carleton St
Cambridge, MA
(42.360763306, -71.086399469)",Massachusetts Institute Of Technology,Nonresidential,1982,101813,1421,9729
2017,665-17,92-126,2015,Yes,Single,,,91 Sidney St,"91 Sidney St
Cambridge, MA
(42.36065826, -71.10217387)",Massachusetts Institute Of Technology,Residential,1999,159108,873,5883
2017,747-7,61-14,2015,Yes,Single,,,515 Memorial Dr,"500 Memorial Dr
Cambridge, MA
(42.354500709, -71.101360896)",Massachusetts Institute Of Technology,Nonresidential,1981,132006,697,5785
2017,668-54,52A-21,2015,Yes,Single,,,60 Vassar St,"21 Ames St
Cambridge, MA
(42.360504938, -71.088012674)",Massachusetts Institute Of Technology,Nonresidential,1964,129397,1951,2193
2017,747-8,62-36,2015,Yes,Single,,,Audrey St,"550 Memorial Dr
Cambridge, MA
(42.354164716, -71.102380881)",Massachusetts Institute Of Technology,Nonresidential,1973,152315,805,7585
2017,667-1,52A-31,2015,Yes,Single,,,71 Vassar St,"15 Vassar St
Cambridge, MA
(42.362259258, -71.090789919)",Massachusetts Institute Of Technology,Nonresidential,1951,57227,1342,1068
2017,668-8,52A-21,2015,Yes,Single,,,60 Vassar St,"21 Ames St
Cambridge, MA
(42.360504938, -71.088012674)",Massachusetts Institute Of Technology,Nonresidential,1916,65896,1075,1122
2017,674-5,48-107,2016,Yes,Single,,,264 Main St,"55 Hayward St
Cambridge, MA
(42.362059359, -71.085240691)",Massachusetts Institute Of Technology,Nonresidential,1890,42126,290,495
2017,728-1,58-161,2015,Yes,Single,,,305 Memorial Dr,"305 Memorial Dr
Cambridge, MA
(42.357234696, -71.093179853)",Massachusetts Institute Of Technology,Nonresidential,1939,189693,1364,2852
2017,668-5,52A-21,2015,Yes,Single,,,60 Vassar St,"55 Massachusetts Ave
Cambridge, MA
(42.358609316, -71.093214937)",Massachusetts Institute Of Technology,Nonresidential,1920,80942,1332,1427
2017,702-2,68-34,2015,Yes,Single,,,143 Albany St,"143 Albany St
Cambridge, MA
(42.360008163, -71.097925451)",Massachusetts Institute Of Technology,Nonresidential,1922,132530,676,3734
2017,680-10,47-90,2015,Yes,Single,,,100 Main St,"30 Memorial Dr
Cambridge, MA
(42.36101567, -71.081961688)",Massachusetts Institute Of Technology,Nonresidential,1994,30130,273,83
2017,708-5,57-131,2015,Yes,Single,,,120 Massachusetts Ave,"120 Massachusetts Ave
Cambridge, MA
(42.359927451, -71.094547725)",Massachusetts Institute Of Technology,Nonresidential,1957,71444,738,996
2017,666-1,53-61,2015,Yes,Single,,,43 Vassar St,"32 Albany St
Cambridge, MA
(42.361859347, -71.093620253)",Massachusetts Institute Of Technology,Nonresidential,1966,143032,48,
2017,696-5,52A-19,2015,Yes,Single,,,111 Memorial Dr,"70 Amherst St
Cambridge, MA
(42.360259352, -71.086732495)",Massachusetts Institute Of Technology,Nonresidential,1916,64671,453,2068
2017,674-3,48-123,2015,Yes,Single,,,292 Main St,"292 Main St
Cambridge, MA
(42.362387572, -71.085845865)",Massachusetts Institute Of Technology,Nonresidential,1968,66531,318,310
2017,699-19,55-18,2016,Yes,Single,,,234 Albany St,"230 Albany St
Cambridge, MA
(42.358750179, -71.100488128)",Massachusetts Institute Of Technology,Nonresidential,2001,22780,147,3
2017,665-6,92-130,2015,No,Single,,,80 Auburn Pk,"84 Auburn Pk
Cambridge, MA
(42.361866699, -71.102346982)",Massachusetts Institute Of Technology,Residential,,,,
2017,668-10,52A-21,2015,Yes,Single,,,60 Vassar St,"222 Memorial Dr
Cambridge, MA
(42.358087664, -71.09077919)",Massachusetts Institute Of Technology,Nonresidential,1916,143921,2056,2499
2017,699-6,55-9,2015,Yes,Single,,,144 Albany St,"150 Albany St
Cambridge, MA
(42.359883863, -71.098072057)",Massachusetts Institute Of Technology,Nonresidential,1962,144308,1901,1691
2017,687-5,69-183,2015,No,Single,,,88 Sidney St,"88 Sidney St
Cambridge, MA
(42.360590736, -71.102151648)",Massachusetts Institute Of Technology,Nonresidential,,,,
2017,672-8,48-129,2015,Yes,Single,,,40 Ames St,"45 Carleton St
Cambridge, MA
(42.361225292, -71.086329542)",Massachusetts Institute Of Technology,Nonresidential,1982,156676,3703,18438
2017,655-2,70-22,2016,Yes,Single,,,730 Main St,"730 Main St
Cambridge, MA
(42.363088619, -71.095532584)",Massachusetts Institute Of Technology,Nonresidential,1910,38000,3,
2017,668-33,52A-21,2015,Yes,Single,,,60 Vassar St,"125 Massachusetts Ave
Cambridge, MA
(42.359975287, -71.094454843)",Massachusetts Institute Of Technology,Nonresidential,1928,55046,443,257
2017,708-12,57-171,2015,Yes,Single,,,106 Vassar St,"48-R Massachusetts Ave
Cambridge, MA
(42.358555539, -71.09332249)",Massachusetts Institute Of Technology,Nonresidential,1955,5339,59,242
2017,668-3,52A-21,2015,Yes,Single,,,60 Vassar St,"33-R Massachusetts Ave
Cambridge, MA
(42.358249938, -71.093070797)",Massachusetts Institute Of Technology,Nonresidential,1916,160124,2657,2754
2017,668-1,52A-21,2015,Yes,Single,,,60 Vassar St,"33 Massachusetts Ave
Cambridge, MA
(42.358249938, -71.093070797)",Massachusetts Institute Of Technology,Nonresidential,1917,116239,1613,1983
2017,737-2,58-158,2015,Yes,Single,,,360 Memorial Dr,"362 Memorial Dr
Cambridge, MA
(42.356420757, -71.095662298)",Massachusetts Institute Of Technology,Nonresidential,1949,133099,797,298
2017,677-3,47-88,2015,Yes,Single,,,1 Amherst St,"1 Amherst St
Cambridge, MA
(42.360980688, -71.084758881)",Massachusetts Institute Of Technology,Nonresidential,1969,106715,734,783
2017,668-2,52A-21,2015,Yes,Single,,,60 Vassar St,"182 Memorial Dr
Cambridge, MA
(42.358243692, -71.090179951)",Massachusetts Institute Of Technology,Nonresidential,1916,121650,1935,2091
2017,665-4,92-124,2015,Yes,Single,,,88 Auburn Pk,"70 Brookline St
Cambridge, MA
(42.362298613, -71.102882807)",Massachusetts Institute Of Technology,Residential,2000,19156,67,787
2016,668-35,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"127 Massachusetts Ave
Cambridge, MA
(42.360060514, -71.094566157)",Massachusetts Institute Of Technology,Nonresidential,1952,68012,1307.9,279
2016,680-2,47-85,2015,Yes,Single,,,84 Wadsworth St,"60 Wadsworth St
Cambridge, MA
(42.361380427, -71.084296841)",Massachusetts Institute Of Technology,Nonresidential,1967,172359,1153.8,10321.6
2016,737-2,58-158,2015,Yes,Single,,,360 Memorial Dr,"362 Memorial Dr
Cambridge, MA
(42.356420757, -71.095662298)",Massachusetts Institute Of Technology,Nonresidential,1949,133099,993.9,0.7
2016,668-39,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"60 Vassar St
Cambridge, MA
(42.361805142, -71.091367418)",Massachusetts Institute Of Technology,Nonresidential,1968,75808,4773.9,671
2016,665-14,92-125,2016,Yes,Single,,,30 Pilgrim St,"30 Pilgrim St
Cambridge, MA
(42.360840213, -71.101970736)",Massachusetts Institute Of Technology,Nonresidential,2000,125610,95.1,40.2
2016,699-16,55-9,2015,Yes,Single,,,144 Albany St,"180 Albany St
Cambridge, MA
(42.35960783, -71.098692042)",Massachusetts Institute Of Technology,Nonresidential,1963,61937,765.4,
2016,655-2,70-22,2016,Yes,Single,,,730 Main St,"730 Main St
Cambridge, MA
(42.363088619, -71.095532584)",Massachusetts Institute Of Technology,Nonresidential,1910,38000,,
2016,672-1,48-129,2015,Yes,Single,,,40 Ames St,"40 Ames St
Cambridge, MA
(42.360862201, -71.088113976)",Massachusetts Institute Of Technology,Nonresidential,1975,83518,1766.6,7196.3
2016,665-7,92-130,2015,Yes,Single,,,80 Auburn Park,"48 Pilgrim St
Cambridge, MA
(42.361408739, -71.102933006)",Massachusetts Institute Of Technology,Residential,1990,15441,67.4,746.7
2016,674-5,48-107,2016,Yes,Single,,,264 Main St,"55 Hayward St
Cambridge, MA
(42.362059359, -71.085240691)",Massachusetts Institute Of Technology,Nonresidential,1890,43981,,
2016,668-37,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"70 Vassar St
Cambridge, MA
(42.361676438, -71.091688427)",Massachusetts Institute Of Technology,Nonresidential,1969,102833,2652.5,902.2
2016,668-10,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"222 Memorial Dr
Cambridge, MA
(42.358087664, -71.09077919)",Massachusetts Institute Of Technology,Nonresidential,1916,143921,2578.5,1262.7
2016,668-6,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"182-R Memorial Dr
Cambridge, MA
(42.358243692, -71.090179951)",Massachusetts Institute Of Technology,Nonresidential,1933,88827,1806.7,798.9
2016,668-9,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"105 Massachusetts Ave
Cambridge, MA
(42.359654263, -71.094048233)",Massachusetts Institute Of Technology,Nonresidential,1967,75421,1404.1,669.5
2016,668-56,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"21 Ames St
Cambridge, MA
(42.360504938, -71.088012674)",Massachusetts Institute Of Technology,Nonresidential,1965,143682,6058.5,1257.5
2016,665-8,92-130,2015,Yes,Single,,,80 Auburn Park,"45 Pilgrim St
Cambridge, MA
(42.361521764, -71.102846374)",Massachusetts Institute Of Technology,Residential,1990,9118,40.7,440.9
2016,662-10,69-110,2015,Yes,Child,"662-9, 662-10",,282 Massachusetts Avenue,"290 Massachusetts Avenue
Cambridge, MA
(42.362024879, -71.098068639)",Massachusetts Institute Of Technology,Nonresidential,1968,39470,217.7,1291.1
2016,714-4,67-66,2016,Yes,Single,,,287 Albany St,"281 Albany St
Cambridge, MA
(42.357693937, -71.102794526)",Massachusetts Institute Of Technology,Nonresidential,1950,31768,,
2016,489-10,121-6,2015,Yes,Single,,,1010 Massachusetts Ave,"1010 Massachusetts Ave
Cambridge, MA
(42.369462516, -71.111630052)",Massachusetts Institute Of Technology,Residential,1900,41488,230.3,1765.7
2016,705-1,67-44,2015,Yes,Single,,,24 Waverly St,"100 Sidney St
Cambridge, MA
(42.360059578, -71.102742973)",Massachusetts Institute Of Technology,Nonresidential,2002,362687,1643.8,12324.2
2016,668-13,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"105-R Massachusetts Ave
Cambridge, MA
(42.359654263, -71.094048233)",Massachusetts Institute Of Technology,Nonresidential,1965,183169,5262.8,1602.3
2016,714-5,67-49,2015,Yes,Single,,,247 Albany St,"235 Albany St
Cambridge, MA
(42.358765787, -71.10060477)",Massachusetts Institute Of Technology,Nonresidential,2008,252835,1859.5,8010.1
2016,747-4,62-34,2015,Yes,Single,,,560 Memorial Dr,"290 Vassar St
Cambridge, MA
(42.355584085, -71.104021131)",Massachusetts Institute Of Technology,Nonresidential,1963,9321,,
2016,668-62,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"3-R Ames St
Cambridge, MA
(42.360045062, -71.087743379)",Massachusetts Institute Of Technology,Nonresidential,1931,77154,,5886.4
2016,677-3,47-88,2015,Yes,Single,,,1 Amherst St,"1 Amherst St
Cambridge, MA
(42.360980688, -71.084758881)",Massachusetts Institute Of Technology,Nonresidential,1969,106715,877.9,1365.2
2016,672-5,48-129,2015,Yes,Single,,,40 Ames St,"20 Ames St
Cambridge, MA
(42.360902245, -71.088142512)",Massachusetts Institute Of Technology,Nonresidential,1984,120331,1233.9,332.9
2016,708-18,57-169,2015,Yes,Single,,,76 Massachusetts Ave,"84 Massachusetts Ave
Cambridge, MA
(42.35924739, -71.093787076)",Massachusetts Institute Of Technology,Nonresidential,1965,183162,3080.8,4574.3
2016,668-24,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"60 Vassar St
Cambridge, MA
(42.361805142, -71.091367418)",Massachusetts Institute Of Technology,Nonresidential,1941,77686,912.5,693.4
2016,750-1,62-41,2015,Yes,Single,,,304 Vassar St,"304 Vassar St
Cambridge, MA
(42.355171249, -71.104857566)",Massachusetts Institute Of Technology,Nonresidential,1999,86522,1086.6,362.1
2016,699-13,55-9,2015,Yes,Single,,,144 Albany St,"170 Albany St
Cambridge, MA
(42.359676822, -71.098531535)",Massachusetts Institute Of Technology,Nonresidential,1962,16137,533.3,
2016,687-3,69-173,2015,Yes,Single,,,64 Sidney St,"64 Sidney St
Cambridge, MA
(42.361080277, -71.101642015)",Massachusetts Institute Of Technology,Nonresidential,1980,126000,2193.4,6.9
2016,703-2,55-25,2015,Yes,Single,,,121 Vassar St,"125 Vassar St
Cambridge, MA
(42.359370212, -71.096589064)",Massachusetts Institute Of Technology,Nonresidential,1980,120137,89.5,3
2016,672-4,48-129,2015,Yes,Single,,,40 Ames St,"50 Ames St
Cambridge, MA
(42.361193597, -71.088264398)",Massachusetts Institute Of Technology,Nonresidential,1964,112799,3043,3020.6
2016,665-1,92-124,2015,Yes,Single,,,88 Auburn Park,"66 Brookline St
Cambridge, MA
(42.362463699, -71.102790486)",Massachusetts Institute Of Technology,Residential,2000,6652,19.7,369.5
2016,703-6,54-28,2015,Yes,Single,,,269 Vassar St,"229 Vassar St
Cambridge, MA
(42.357143817, -71.100984719)",Massachusetts Institute Of Technology,Nonresidential,2002,191190,1777.2,4937.9
2016,668-2,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"182 Memorial Dr
Cambridge, MA
(42.358243692, -71.090179951)",Massachusetts Institute Of Technology,Nonresidential,1916,121650,2221.1,1057.7
2016,750-3,62-18,2016,Yes,Single,,,565 Memorial Dr,"565 Memorial Dr
Cambridge, MA
(42.353673104, -71.104036813)",Massachusetts Institute Of Technology,Nonresidential,1949,35748,,
2016,699-18,55-19,2015,Yes,Single,,,224 Albany St,"224 Albany St
Cambridge, MA
(42.358898055, -71.100191652)",Massachusetts Institute Of Technology,Nonresidential,1958,85812,661.1,2769.3
2016,668-17,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"76 Vassar St
Cambridge, MA
(42.361147447, -71.09261042)",Massachusetts Institute Of Technology,Nonresidential,1939,6075,59.8,74.1
2016,668-3,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"33-R Massachusetts Ave
Cambridge, MA
(42.358249938, -71.093070797)",Massachusetts Institute Of Technology,Nonresidential,1916,160124,3301.3,1397.4
2016,746-6,63-128,2016,Yes,Child,"746-5, 746-6",,345 Vassar St,"345 Vassar St
Cambridge, MA
(42.354473992, -71.106412001)",Massachusetts Institute Of Technology,Nonresidential,2001,26000,,
2016,696-7,52A-19,2015,Yes,Single,,,111 Memorial Dr,"111 Memorial Dr
Cambridge, MA
(42.359412696, -71.08665952)",Massachusetts Institute Of Technology,Nonresidential,1917,18643,268.3,
2016,695-1,68-77,2015,Yes,Single,,,26 Landsdowne St,"26 Landsdowne St
Cambridge, MA
(42.361067778, -71.098999435)",Massachusetts Institute Of Technology,Nonresidential,1987,99000,2234.5,4061
2016,695-2,68-76,2015,Yes,Single,,,40 Landsdowne St,"40 Landsdowne St
Cambridge, MA
(42.360777997, -71.099650846)",Massachusetts Institute Of Technology,Nonresidential,2003,214638,6794.8,8483.4
2016,668-18,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"21 Ames St
Cambridge, MA
(42.360504938, -71.088012674)",Massachusetts Institute Of Technology,Nonresidential,1969,133552,5567,1165.5
2016,668-7,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"77 Massachusetts Ave
Cambridge, MA
(42.35900375, -71.093475332)",Massachusetts Institute Of Technology,Nonresidential,1938,100553,2057,1054
2016,747-1,60-6,2015,Yes,Single,,,500 Memorial Dr,"450 Memorial Dr
Cambridge, MA
(42.35537716, -71.098877617)",Massachusetts Institute Of Technology,Nonresidential,1970,171141,1035.2,6672.6
2016,668-36,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"50 Vassar St
Cambridge, MA
(42.361880789, -71.091209451)",Massachusetts Institute Of Technology,Nonresidential,1973,145819,3747.8,1267.9
2016,672-8,48-129,2015,Yes,Single,,,40 Ames St,"45 Carleton St
Cambridge, MA
(42.361225292, -71.086329542)",Massachusetts Institute Of Technology,Nonresidential,1982,156676,4279.1,6041.3
2016,667-4,52A-31,2015,Yes,Single,,,71 Vassar St,"51 Vassar St
Cambridge, MA
(42.361125081, -71.093000143)",Massachusetts Institute Of Technology,Nonresidential,1939,16119,242.8,
2016,668-64,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"3 Ames St
Cambridge, MA
(42.360045062, -71.087743379)",Massachusetts Institute Of Technology,Nonresidential,1924,73433,1051.1,
2016,680-7,47-90,2015,Yes,Single,,,36 Memorial Dr,"30 Wadsworth St
Cambridge, MA
(42.360965118, -71.084241431)",Massachusetts Institute Of Technology,Nonresidential,1965,95445,1501.2,453.3
2016,699-2,55-9,2015,Yes,Parent,"699-2, 699-16",,144 Albany St,"144 Albany St
Cambridge, MA
(42.35988683, -71.098070067)",Massachusetts Institute Of Technology,Nonresidential,1963,61937,765.4,
2016,668-32,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"32 Vassar St
Cambridge, MA
(42.36214386, -71.090702855)",Massachusetts Institute Of Technology,Nonresidential,2004,464005,6209.4,5983.7
2016,750-7,63-118,2015,Yes,Single,,,600 Memorial Dr,"600 Memorial Dr
Cambridge, MA
(42.353474487, -71.106623445)",Massachusetts Institute Of Technology,Nonresidential,1925,82481,576.6,1117.6
2016,668-11,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"77-R Massachusetts Ave
Cambridge, MA
(42.35900375, -71.093475332)",Massachusetts Institute Of Technology,Nonresidential,1928,26705,679.8,252.1
2016,747-9,60-6,2015,Yes,Single,,,500 Memorial Dr,"476 Memorial Dr
Cambridge, MA
(42.354951724, -71.100002954)",Massachusetts Institute Of Technology,Nonresidential,1976,114930,592,3613.1
2016,708-6,57-171,2015,Yes,Single,,,106 Vassar St,"106 Vassar St
Cambridge, MA
(42.359772322, -71.095588785)",Massachusetts Institute Of Technology,Nonresidential,1948,34428,581.7,
2016,665-12,92-130,2015,Yes,Single,,,80 Auburn Park,"42 Pilgrim St
Cambridge, MA
(42.361394494, -71.102908077)",Massachusetts Institute Of Technology,Residential,1990,5750,29.1,302.6
2016,668-76,52A-22,2015,Yes,Single,,,31 Ames St,"500 Main St
Cambridge, MA
(42.362926414, -71.092521477)",Massachusetts Institute Of Technology,Nonresidential,2010,367689,9679,11870.1
2016,680-13,47-90,2015,Yes,Single,,,36 Memorial Dr,"50 Memorial Dr
Cambridge, MA
(42.360471753, -71.083501721)",Massachusetts Institute Of Technology,Nonresidential,1952,143950,,
2016,668-14,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"160 Memorial Dr
Cambridge, MA
(42.358874291, -71.088442173)",Massachusetts Institute Of Technology,Nonresidential,1951,154516,2244.2,1342.8
2016,668-50,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"142 Memorial Dr
Cambridge, MA
(42.359128078, -71.087666772)",Massachusetts Institute Of Technology,Nonresidential,1917,73703,823.8,1496.1
2016,702-3,68-56,2016,Yes,Single,,,167 Albany St,"167 Albany St
Cambridge, MA
(42.359756163, -71.098525009)",Massachusetts Institute Of Technology,Nonresidential,1981,50148,,
2016,747-3,62-34,2015,Yes,Single,,,560 Memorial Dr,"278 Vassar St
Cambridge, MA
(42.355865819, -71.10334406)",Massachusetts Institute Of Technology,Nonresidential,1963,13996,,
2016,708-5,57-131,2015,Yes,Single,,,120 Massachusetts Ave,"120 Massachusetts Ave
Cambridge, MA
(42.359927451, -71.094547725)",Massachusetts Institute Of Technology,Nonresidential,1957,71444,829.8,703.9
2016,746-5,63-128,2016,Yes,Parent,"746-5, 746-6",,345 Vassar St,"345 Vassar St
Cambridge, MA
(42.354473992, -71.106412001)",Massachusetts Institute Of Technology,Nonresidential,2001,26000,,
2016,668-4,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"182-R Memorial Dr
Cambridge, MA
(42.358243692, -71.090179951)",Massachusetts Institute Of Technology,Nonresidential,1916,162565,2761.5,1423.5
2016,667-2,52A-31,2015,Yes,Single,,,71 Vassar St,"43 Vassar St
Cambridge, MA
(42.361281223, -71.092666384)",Massachusetts Institute Of Technology,Nonresidential,2005,418663,14558.7,17283.7
2016,668-34,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"50 Vassar St
Cambridge, MA
(42.361880789, -71.091209451)",Massachusetts Institute Of Technology,Nonresidential,1983,26966,532.2,
2016,747-8,62-36,2015,Yes,Single,,,Audrey St.,"550 Memorial Dr
Cambridge, MA
(42.354164716, -71.102380881)",Massachusetts Institute Of Technology,Nonresidential,1973,152315,1008.9,7340.6
2016,665-17,92-126,2015,Yes,Single,,,91 Sidney St,"91 Sidney St
Cambridge, MA
(42.36065826, -71.10217387)",Massachusetts Institute Of Technology,Residential,1999,159108,1042.5,5651.8
2016,747-7,61-14,2015,Yes,Single,,,515 Memorial Dr,"500 Memorial Dr
Cambridge, MA
(42.354500709, -71.101360896)",Massachusetts Institute Of Technology,Nonresidential,1981,132006,769.9,4679.8
